city_id,audit,gini,p_poor,population,radio,corruption
706,1,0.61,0.6129,9957,0,4
707,1,0.57,0.745,18947,0,5
708,1,0.57,0.4801,5143,0,12
709,1,0.54,0.1401,54839,0,5
710,1,0.48,0.1899,1531,0,33
711,1,0.51,0.0802,13761,0,29
712,1,0.58,0.5707,17191,0,33
713,1,0.5,0.5773,231,0,19
714,1,0.47,0.6037,2885,0,16
715,1,0.47,0.7106,1721,0,11
716,1,0.58,0.5471,5356,0,21
717,1,0.62,0.1266,4056,1,23
718,1,0.52,0.3914,65463,1,35
719,1,0.6,0.5723,18261,1,11
720,1,0.7,0.7852,2734,0,19
721,1,0.55,0.6947,5322,0,26
722,1,0.55,0.0239,278056,0,22
723,1,0.55,0.7766,7275,0,12
725,1,0.58,0.7646,41779,0,12
726,1,0.65,0.7412,7541,0,9
727,1,0.48,0.4506,3383,1,17
728,1,0.55,0.6266,18353,0,15
729,1,0.53,0.6365,15662,1,14
730,1,0.39,0.2404,5372,0,19
731,1,0.56,0.7607,1489,0,29
732,1,0.68,0.6314,4094,1,21
733,1,0.48,0.1443,5653,1,33
734,1,0.5,0.1266,4056,0,25
735,1,0.54,0.2805,7897,0,28
736,1,0.42,0.2251,23435,0,25
737,1,0.6,0.3927,1296,0,9
738,1,0.54,0.5687,4471,0,43
739,1,0.54,0.3359,2769,1,26
740,1,0.55,0.5833,10245,0,20
741,1,0.7,0.7635,5485,0,33
742,1,0.59,0.7205,11023,0,22
743,1,0.64,0.5945,3440,0,32
744,1,0.52,0.5886,10993,0,11
745,1,0.54,0.2624,8201,0,19
746,1,0.53,0.4181,2423,0,24
747,1,0.54,0.6736,3804,0,16
748,1,0.58,0.6318,2925,0,35
749,1,0.49,0.6495,21107,0,13
750,1,0.55,0.1338,94732,1,43
751,1,0.58,0.242,39003,0,47
752,1,0.5,0.1161,1833,0,40
753,1,0.61,0.3202,1607,0,81
754,1,0.64,0.7669,3741,0,17
755,1,0.56,0.3618,125217,0,31
756,1,0.6,0.6269,9273,0,29
757,1,0.54,0.5096,843,0,22
758,1,0.57,0.7215,1661,0,6
759,1,0.5,0.0824,15740,0,34
760,1,0.55,0.7766,7275,0,15
761,1,0.62,0.5335,62135,0,28
762,1,0.49,0.641,9550,0,7
763,1,0.45,0.5081,3560,1,28
764,1,0.56,0.5699,16430,0,22
765,1,0.51,0.5717,17120,0,27
766,1,0.59,0.1474,8051,0,18
767,1,0.67,0.5116,18179,0,13
768,1,0.42,0.5425,1199,0,27
769,1,0.5,0.6912,2779,0,22
770,1,0.5,0.6601,21313,0,14
771,1,0.68,0.812,9379,0,30
772,1,0.66,0.7622,3205,0,9
773,1,0.55,0.7932,2800,0,14
774,1,0.61,0.4104,4037,0,20
775,1,0.56,0.5857,4217,0,33
776,1,0.54,0.6458,24591,0,10
777,1,0.58,0.3593,42982,0,16
778,1,0.67,0.3664,4455,0,20
779,1,0.54,0.1115,68109,0,20
780,1,0.53,0.1406,4280,0,20
781,1,0.5,0.6881,3416,0,24
782,1,0.43,0.2957,4843,0,19
783,1,0.55,0.5115,74196,0,14
784,1,0.51,0.3453,4476,1,9
785,1,0.53,0.4327,4243,0,11
786,1,0.62,0.4643,146090,0,60
787,1,0.65,0.2564,23360,0,20
788,1,0.44,0.2683,6006,0,14
789,1,0.45,0.1788,423580,0,18
790,1,0.6,0.3927,1296,0,9
791,1,0.57,0.0616,234047,1,14
792,1,0.6,0.1968,8089,0,11
793,1,0.54,0.6156,3351,0,37
794,1,0.53,0.5618,1040,0,2
795,1,0.6,0.6387,411,0,25
796,1,0.51,0.3514,6344,0,36
797,1,0.57,0.2323,31268,1,4
798,1,0.59,0.5617,293,0,20
799,1,0.52,0.1632,40329,0,21
800,1,0.54,0.5636,2731,0,4
801,1,0.71,0.1089,120634,0,44
802,1,0.55,0.6947,5322,1,51
803,1,0.6,0.5284,48692,0,8
804,1,0.62,0.2854,21119,0,56
805,1,0.53,0.4956,5822,0,33
806,1,0.57,0.6428,12093,0,33
807,1,0.47,0.6037,2885,0,20
808,1,0.5,0.3281,769,0,19
809,1,0.5,0.3157,4887,1,27
810,1,0.6,0.3902,52936,0,21
812,1,0.59,0.1594,115859,0,4
813,1,0.5,0.525,4495,0,14
814,1,0.62,0.3323,8842,0,70
815,1,0.61,0.5519,8159,0,16
816,1,0.55,0.5106,19210,0,5
817,1,0.56,0.5402,5333,0,20
818,1,0.6,0.1874,3439,0,21
819,1,0.65,0.5957,495,0,47
820,1,0.63,0.3237,1182,0,24
821,1,0.62,0.1603,30005,0,39
822,1,0.54,0.7959,2024,0,11
823,1,0.5,0.1718,4181,0,12
824,1,0.48,0.0369,15790,0,17
825,1,0.55,0.5714,4054,0,22
826,1,0.52,0.3706,13714,1,17
827,1,0.77,0.6538,1077,1,28
828,1,0.57,0.6769,122,0,6
830,1,0.52,0.3706,13714,0,17
831,1,0.54,0.4344,3708,0,12
832,1,0.54,0.6271,6340,1,63
833,1,0.56,0.2553,2972,1,45
834,1,0.43,0.6598,6479,0,29
835,1,0.52,0.478,1469,0,51
836,1,0.52,0.1464,3571,0,30
837,1,0.49,0.3452,2365,0,22
838,1,0.6,0.5284,48692,1,8
839,1,0.59,0.0748,32296,0,19
840,1,0.42,0.1812,176,0,6
841,1,0.56,0.6325,7969,0,38
842,1,0.53,0.6754,2384,0,28
843,1,0.61,0.5072,25663,0,38
844,1,0.58,0.445,42100,0,22
845,1,0.61,0.2735,81006,0,22
846,1,0.45,0.3199,5336,0,11
847,1,0.54,0.6364,8529,0,26
848,1,0.67,0.4762,8384,1,27
849,1,0.56,0.7607,1489,1,29
850,1,0.6,0.6801,10640,0,28
851,1,0.63,0.4455,71600,0,51
852,1,0.65,0.7412,7541,0,41
853,1,0.57,0.1466,2414,0,10
854,1,0.53,0.7225,6131,1,16
855,1,0.55,0.0239,278056,0,22
857,1,0.45,0.6411,5794,0,9
858,1,0.54,0.7259,1860,1,17
859,1,0.45,0.0706,4781,0,4
860,1,0.53,0.1057,6297,0,31
861,1,0.55,0.05,25117,0,27
862,1,0.53,0.5632,24165,0,13
863,1,0.71,0.7228,24102,0,45
864,1,0.59,0.6544,1199,0,16
865,1,0.53,0.7225,6131,0,16
866,1,0.52,0.5558,690,0,43
867,1,0.55,0.2162,131178,1,35
868,1,0.55,0.5666,47210,0,16
869,1,0.58,0.2735,81006,0,47
870,1,0.57,0.0616,234047,0,14
871,1,0.64,0.607,24828,0,26
872,1,0.55,0.4939,3020,0,17
873,1,0.6,0.5801,3753,0,9
874,1,0.58,0.5816,14092,0,12
875,1,0.69,0.2193,3433,0,21
876,1,0.52,0.2831,2807,0,20
877,1,0.56,0.6633,2341,0,37
878,1,0.55,0.6925,2952,0,11
879,1,0.5,0.3268,2794,0,26
880,1,0.56,0.5489,18923,0,12
881,1,0.51,0.1866,3239,0,23
882,1,0.59,0.5174,2065,0,17
883,1,0.55,0.5106,19210,0,5
884,1,0.52,0.0974,3233,0,40
885,1,0.55,0.6947,5322,0,26
886,1,0.69,0.3057,10056,0,8
887,1,0.59,0.5096,13096,0,35
888,1,0.55,0.7375,21685,0,14
889,1,0.49,0.641,9550,0,7
890,1,0.45,0.1788,423580,0,18
891,1,0.56,0.6879,5712,0,20
892,1,0.49,0.033,15149,0,16
893,1,0.53,0.5051,2733,0,27
894,1,0.64,0.7042,9887,0,26
895,1,0.61,0.1346,64544,0,36
896,1,0.52,0.7244,20667,0,32
897,1,0.62,0.2415,3034,0,16
898,1,0.46,0.4553,109856,0,17
899,1,0.6,0.6598,5638,0,22
900,1,0.68,0.6314,4094,0,21
901,1,0.5,0.3157,4887,0,27
902,1,0.54,0.1121,16298,0,5
903,1,0.55,0.5945,1890,0,4
904,1,0.57,0.1079,50300,0,33
905,1,0.6,0.7549,21480,0,14
907,1,0.59,0.538,23893,0,74
908,1,0.65,0.3419,3268,0,33
909,1,0.64,0.5945,3440,0,15
910,1,0.69,0.6361,5658,0,38
911,1,0.52,0.3183,179,0,13
912,1,0.65,0.4465,2435,0,46
913,1,0.63,0.7484,1549,0,20
914,1,0.64,0.4505,95479,0,11
915,1,0.55,0.6036,27410,1,15
916,1,0.59,0.6895,3558,0,65
917,1,0.61,0.5425,5055,0,54
918,1,0.52,0.7064,5479,0,4
919,1,0.62,0.0766,21603,1,22
920,1,0.53,0.6019,5598,0,10
